MorVeredSecondAttempt,InstructionQuestions,1,1,1,1,1,1,1,1,0,0
MorVeredSecondAttempt,InstructionQuestions,1,1,1,1,1,1,1,1,1,0
MorVeredSecondAttempt,InstructionQuestions,1,1,1,1,1,1,1,1,1,0
MorVeredSecondAttempt,InstructionQuestions,0,0,0,0,0,0,0,0,0,1
MorVeredSecondAttempt,InstructionQuestions,1,1,1,1,1,1,1,1,1,1

MorVeredSecondAttempt,2,3,0,1568938386191,0,Read score file,,P0:;P1:;P2:;P3:;P4:;P5:,-,,,undefined:undefined
MorVeredSecondAttempt,2,3,0,1568938395206,0,Read new file,,P0:;P1:;P2:;P3:;P4:;P5:,-,,,undefined:undefined
MorVeredSecondAttempt,2,3,0,1568938395225,0,Starting new game,0,P0:;P1:0;;P2:,3 3 2 2 4 4,1,P0:104;P1:185.0;P2:190.0;,undefined:undefined
MorVeredSecondAttempt,2,3,0,1568938396337,0,Removed cell 3-2-false,0,P0:;P1:0;;P2:,3 3 2 2 4 4 1 ,1,P0:-41;P1:185.0;P2:190.0;,04:00
MorVeredSecondAttempt,2,3,0,1568938396800,0,Added cell 4-1-true,0,P0:;P1:0;;P2:,3 3 2 2 4 1 ,1,P0:-46;P1:185.0;P2:190.0;,04:00
MorVeredSecondAttempt,2,3,0,1568938397088,0,Added cell 3-1-true,0,P0:;P1:0;;P2:,3 3 2 4 1 ,1,P0:-51;P1:185.0;P2:190.0;,04:00
MorVeredSecondAttempt,2,3,0,1568938397432,0,Added cell 2-1-true,0,P0:;P1:0;;P2:,3 3 4 1 ,1,P0:94;P1:185.0;P2:190.0;,03:59
MorVeredSecondAttempt,2,3,0,1568938398119,0,ChipRequest min:;From;1;Colour;0;ReqNrOfChips;0;Success;1,0,P0:;P1:0;;P2:,3 3 4 ,,P0:94;P1:185.0;P2:190.0;,03:59
MorVeredSecondAttempt,2,3,0,1568938408911,0,Motivation: training session 1,,P0:;P1:;P2:,3 3 4 ,,P0:165;P1:185.0;P2:190.0;,03:48
MorVeredSecondAttempt,2,3,0,1568938408912,0,Ending game,,P0:;P1:;P2:,3 3 4 ,,P0:165;P1:185.0;P2:190.0;,03:48
MorVeredSecondAttempt,2,4,1,1568938410388,0,Starting new game,1,P0:;P1:;P2:1;,4 4 4 1 1 1 3 3,2,P0:114;P1:190.0;P2:185.0;,03:48

MorVeredSecondAttempt,2,4,1,1568938415439,0,Motivation: training session 2,1,P0:;P1:;P2:1;,4 4 4 1 1 1 3 3,2,P0:114;P1:190.0;P2:185.0;,03:56
MorVeredSecondAttempt,2,4,1,1568938415439,0,Ending game,1,P0:;P1:;P2:1;,4 4 4 1 1 1 3 3,2,P0:114;P1:190.0;P2:185.0;,03:56
MorVeredSecondAttempt,2,1,2,1568938416493,0,Starting new game,3 0,P0:;P1:3;;P2:0;,3 3 3 3 3 3 3 3 3,1 4 ,P0:43;P1:180.0;P2:180.0;,03:56

MorVeredSecondAttempt,2,1,2,1568938418042,0,Clear path,,P0:;P1:;P2:,3 3 3 3 3 3 3 3 3 3,,P0:50;P1:180.0;P2:180.0;,04:00
MorVeredSecondAttempt,2,1,2,1568938421903,0,Motivation: training session 3,,P0:;P1:;P2:,3 3 3 3 3 3 3 3 3 3,,P0:50;P1:180.0;P2:180.0;,03:56
MorVeredSecondAttempt,2,1,2,1568938421903,0,Ending game,,P0:;P1:;P2:,3 3 3 3 3 3 3 3 3 3,,P0:50;P1:180.0;P2:180.0;,03:56
MorVeredSecondAttempt,2,2,3,1568938422972,0,Starting new game,2,P0:;P1:;P2:2;,2 2 2 2 2 1 1,3,P0:109;P1:119.0;P2:114.0;,03:56

MorVeredSecondAttempt,2,2,3,1568938432281,0,Clear path,,P0:;P1:;P2:,2 4 1 4 3 2 2 2 2 1,,P0:50;P1:119.0;P2:114.0;,03:52
MorVeredSecondAttempt,2,2,3,1568938433736,0,Motivation: training session 4,,P0:;P1:;P2:,2 4 1 4 3 2 2 2 2 1,,P0:50;P1:119.0;P2:114.0;,03:51
MorVeredSecondAttempt,2,2,3,1568938433736,0,Ending game,,P0:;P1:;P2:,2 4 1 4 3 2 2 2 2 1,,P0:50;P1:119.0;P2:114.0;,03:51
MorVeredSecondAttempt,2,8,4,1568938434773,0,Starting new game,0 2,P0:;P1:0;;P2:2;,2 2 2 2 2 4 4 4 4 4,1 3 ,P0:48;P1:195.0;P2:180.0;,03:51

MorVeredSecondAttempt,2,8,4,1568938435993,0,Clear path,,P0:;P1:;P2:,4 2 2 2 4 4 4 2 2 4,,P0:50;P1:195.0;P2:180.0;,04:00
MorVeredSecondAttempt,2,8,4,1568938440087,0,Motivation: training session 5,,P0:;P1:;P2:,4 2 2 2 4 4 4 2 2 4,,P0:50;P1:195.0;P2:180.0;,03:56
MorVeredSecondAttempt,2,8,4,1568938440087,0,Ending game,,P0:;P1:;P2:,4 2 2 2 4 4 4 2 2 4,,P0:50;P1:195.0;P2:180.0;,03:56
MorVeredSecondAttempt,2,5,5,1568938441135,0,Starting new game,,P0:;P1:;P2:,2 3 3 4,,P0:170;P1:190.0;P2:195.0;,03:56

MorVeredSecondAttempt,2,5,5,1568938445248,0,Motivation: training session 6,,P0:;P1:;P2:,2 3 3 4,,P0:170;P1:190.0;P2:195.0;,03:57
