A2WY6HLF2YLSOF,InstructionQuestions,1,1,1,1,1,1,1,1,1,1

A2WY6HLF2YLSOF,0,4,0,1568951345688,0,Read score file,,P0:;P1:;P2:;P3:;P4:;P5:,-,,,undefined:undefined
A2WY6HLF2YLSOF,0,4,0,1568951364283,0,Read new file,,P0:;P1:;P2:;P3:;P4:;P5:,-,,,undefined:undefined
A2WY6HLF2YLSOF,0,4,0,1568951364468,0,Starting new game,,P0:;P1:;P2:,1 1 4 3 4 1 4 3 4 1,,P0:50;P1:50;P2:50;,undefined:undefined
A2WY6HLF2YLSOF,0,4,0,1568951389762,0,ChipRequest;From;1;Colour;2;ReqNrOfChips;1;Success;true,,P0:;P1:;P2:,1 1 4 3 4 1 4 3 4 1,,P0:50;P1:50;P2:50;,03:36
A2WY6HLF2YLSOF,0,4,0,1568951395674,0,Added cell 4-3-true,1,P0:;P1:1;;P2:,1 4 3 4 1 4 3 4 1 2 , 2 ,P0:-26;P1:50;P2:50;,03:30
A2WY6HLF2YLSOF,0,4,0,1568951397136,0,Added cell 4-2-true,1,P0:;P1:1;;P2:,1 3 4 1 4 3 4 1 2 , 2 ,P0:-31;P1:50;P2:50;,03:29
A2WY6HLF2YLSOF,0,4,0,1568951397519,0,Added cell 3-2-false,1,P0:;P1:1;;P2:,1 3 4 1 4 3 4 1 , 2 ,P0:114;P1:50;P2:50;,03:28
A2WY6HLF2YLSOF,0,4,0,1568951404446,0,Removed cell 3-2-false,1,P0:;P1:1;;P2:,1 3 4 1 4 3 4 1 2 , 2 ,P0:-31;P1:50;P2:50;,03:22
A2WY6HLF2YLSOF,0,4,0,1568951405205,0,Added cell 3-2-false,1,P0:;P1:1;;P2:,1 3 4 1 4 3 4 1 , 2 ,P0:114;P1:50;P2:50;,03:21
A2WY6HLF2YLSOF,0,4,0,1568951405748,0,Removed cell 3-2-false,1,P0:;P1:1;;P2:,1 3 4 1 4 3 4 1 2 , 2 ,P0:-31;P1:50;P2:50;,03:20
A2WY6HLF2YLSOF,0,4,0,1568951406147,0,Added cell 3-2-false,1,P0:;P1:1;;P2:,1 3 4 1 4 3 4 1 , 2 ,P0:114;P1:50;P2:50;,03:20
A2WY6HLF2YLSOF,0,4,0,1568951407995,1,Changed player,1,P0:;P1:;P2:,1 2 3 1 3 2 3 1 4 4,,P0:114;P1:50;P2:50;,03:18
A2WY6HLF2YLSOF,0,4,0,1568951409041,1,Tried to add own cell 4-3,1,P0:;P1:;P2:,1 2 3 1 3 2 3 1 4 4,,P0:114;P1:50;P2:50;,03:17
