PlayerID,Condition,GameID,CurrentGame,Timestamp,CurrentPlayer,Action,ChipsRequested,ChipsRequestedPlayers,ExtraChips,NeededChips,Score,TimeRemaining

1553151197641,,2,0,1553153645142,0,Added cell 2-0-false,1 1 1 1,P0:;P1:1,1;P2:1,1;P3:;P4:;P5:,4 4 4 4 4, 2 2 2 2 ,35,02:48
1553151197641,,2,0,1553153812782,0,Time is up!,1 1 1 1,P0:;P1:1,1;P2:1,1;P3:;P4:;P5:,4 4 4 4 4, 2 2 2 2 ,35,00:00
1553151197641,,1,1,1553153812847,0,Starting new game. Result current game: Incorrect,1 1 1,P0:;P1:1,1,1;P2:;P3:;P4:;P5:,3 3 3 3 3 3 3 3 3,2 2 2 ,107,00:00

1553151197641,,1,1,1553154004784,0,Time is up!,1 1 1,P0:;P1:1,1,1;P2:;P3:;P4:;P5:,3 3 3 3 3 3 3 3 3,2 2 2 ,107,00:00
1553151197641,,3,2,1553154004865,0,Starting new game. Result current game: Incorrect,1 1,P0:;P1:1,1;P2:;P3:;P4:;P5:,4 4 4 ,2 2 ,83,00:00


1553151197641,,3,0,1553154192904,0,Read new file,,P0:;P1:;P2:;P3:;P4:;P5:,-,-,NaN,undefined:undefined
1553151197641,,3,0,1553154200295,0,Clear path,,P0:;P1:;P2:;P3:;P4:;P5:,4 4 4 2 2 , ,25,02:56
1553151197641,,3,0,1553154202767,0,ChipRequest;From;1;Colour;2;ReqNrOfChips;1;Success;true,,P0:;P1:;P2:;P3:;P4:;P5:,4 4 4 2 2 , ,25,02:54
1553151197641,,3,0,1553154203238,0,ChipRequest;From;1;Colour;2;ReqNrOfChips;2;Success;true,1,P0:;P1:1;P2:;P3:;P4:;P5:,4 4 4 2 2 , ,-51,02:53
1553151197641,,3,0,1553154204220,0,Added cell 2-3-true,1 1,P0:;P1:1,1;P2:;P3:;P4:;P5:,4 4 4 2 , ,-62,02:52
1553151197641,,3,0,1553154204860,0,Added cell 2-2-true,1 1,P0:;P1:1,1;P2:;P3:;P4:;P5:,4 4 4 , ,-55,02:52
1553151197641,,3,0,1553154205457,0,Added cell 2-1-false,1 1,P0:;P1:1,1;P2:;P3:;P4:;P5:,4 4 4 , 2 ,-55,02:51
1553151197641,,3,0,1553154206874,0,Added cell 2-0-false,1 1,P0:;P1:1,1;P2:;P3:;P4:;P5:,4 4 4 , 2 2 ,95,02:50
1553151197641,,3,0,1553154213417,0,Restore suggested path,1 1,P0:;P1:1,1;P2:;P3:;P4:;P5:,4 4 4 ,2 2 ,83,02:45
1553151197641,,3,0,1553154378790,0,Time is up!,1 1,P0:;P1:1,1;P2:;P3:;P4:;P5:,4 4 4 ,2 2 ,83,00:00
